SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,SEC_START_DATE,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,CSM_START_TIME,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,SEC_MEETING_INFO,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,,,TEST_INDEX
2024SP,20772,A,,,Jan 17 2024,May  9 2024,ES,220,A,Topics in Conserv Biology,3,11:00AM,11:50AM,Y,-,Y,-,Y,,,SIMP,231,LEC,D. Hokit,13,13,13,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19919,401,ES-220-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 11:00AM - 11:50AM, Simperman Hall, Room 231",Jan 17 2024,May  8 2024,,,303
2024SP,20755,A,,,Mar 18 2024,May  9 2024,ES,253,A,Field Zoology: Ornithology,2,10:00AM,10:50AM,Y,-,-,-,-,,,SIMP,214,LEC,D. Hokit,4,18,,,,,60,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Mar 18 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,2,T,T,4,N,Y,Y,Y,10,3,Y,,19902,2531,ES-253-A,"03/18/2024-05/09/2024 Lecture Monday 10:00AM - 10:50AM, Simperman Hall, Room 214 (more)...",Mar 18 2024,May  9 2024,,,304
2024SP,20755,A,,,Mar 18 2024,May  9 2024,ES,253,A,Field Zoology: Ornithology,,9:30AM,12:15PM,-,-,-,Y,-,,,SIMP,214,LAB,D. Hokit,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Mar 18 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,Y,10,3,Y,,19902,2531,ES-253-A,"03/18/2024-05/09/2024 Lecture Monday 10:00AM - 10:50AM, Simperman Hall, Room 214 (more)...",Mar 18 2024,May  9 2024,,,305
2024SP,20828,A,,,Jan 17 2024,May  9 2024,ES,382,A,Landscape Analysis,4,3:30PM,6:15PM,Y,-,-,-,-,,,SIMP,214,LAB,P. Heiser,9,20,,,,,,,,,,AW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,4,T,T,4,N,Y,Y,Y,10,3,Y,,19970,2556,ES-382-A,"01/17/2024-05/09/2024 Lab Monday 03:30PM - 06:15PM, Simperman Hall, Room 214 (more)...",Jan 17 2024,May  8 2024,,,306
2024SP,20828,A,,,Jan 17 2024,May  9 2024,ES,382,A,Landscape Analysis,,12:00PM,12:50PM,Y,-,Y,-,Y,,,SIMP,214,LEC,P. Heiser,,,,,,,,,,,,AW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,Y,10,3,Y,,19970,2556,ES-382-A,"01/17/2024-05/09/2024 Lab Monday 03:30PM - 06:15PM, Simperman Hall, Room 214 (more)...",Jan 17 2024,May  8 2024,,,307
2024SP,20773,A,,,Jan 17 2024,May  9 2024,ES,400,A,Environmental Omega,1,,,-,-,-,-,-,,,,,LEC,P. Heiser,3,14,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19920,2169,ES-400-A,"01/17/2024-05/09/2024 Lecture Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,308
2024SP,20879,A,,,Jan 17 2024,May  9 2024,ES,401,A,Environmental Impact Assessmnt,1,,,-,-,-,-,-,,,,,INDP,D. Hokit,1,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,Y,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,2,T,T,4,N,Y,Y,Y,10,3,Y,,20014,2166,ES-401-A,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,309
2024SP,20774,A,,,Jan 17 2024,May  9 2024,ES,425,A,Internship,1,,,-,-,-,-,-,,,,,INTR,D. Hokit,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,,,+,INST,R2,,T,T,4,N,Y,Y,N,,,Y,2024SP,19921,2357,ES-425-A,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,310
2024SP,20775,A,,,Jan 17 2024,May  9 2024,ES,485,A,Indpendent Study,1,,,-,-,-,-,-,,,,,INDP,P. Heiser,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,N,Y,N,,,Y,2024SP,19922,1119,ES-485-A,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,311
2024SP,20776,A,,,Jan 17 2024,May  9 2024,ES,485,B,Independent Study,1,,,-,-,-,-,-,,,,,INDP,D. Hokit,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,N,Y,N,,,Y,2024SP,19923,1119,ES-485-B,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,312
2024SP,20777,A,,,Jan 17 2024,May  9 2024,ES,498,A,Environmental Research,1,,,-,-,-,-,-,,,,,LEC,"P. Heiser, D. Hokit",2,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Y,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,N,,,Y,2024SP,19924,407,ES-498-A,"01/17/2024-05/09/2024 Lecture Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,313
2024SP,20778,A,,,Jan 17 2024,May  9 2024,ES,499,A,Senior Thesis,1,,,-,-,-,-,-,,,,,HON,P. Heiser,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,N,,,Y,2024SP,19925,796,ES-499-A,"01/17/2024-05/09/2024 Honors Thesis Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,314
2024SP,20779,A,,,Jan 17 2024,May  9 2024,ES,499,B,Senior Thesis,1,,,-,-,-,-,-,,,,,HON,D. Hokit,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,N,,,Y,2024SP,19926,796,ES-499-B,"01/17/2024-05/09/2024 Honors Thesis Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,315
2024SP,20336,A,,,Jan 17 2024,May  9 2024,FR,102,A,Elementary French II (CD)(GD),3,12:00PM,12:50PM,Y,-,Y,-,Y,,,SIMP,114,LEC,J. Crohas,4,20,20,,,,,,,,,-,-,-,-,-,-,CD,-,-,-,-,GD,-,-,-,-,OC,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19502,70,FR-102-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, Simperman Hall, Room 114",Jan 17 2024,May  8 2024,,,316
2024SP,20340,A,,"French Cooking & GastronomyýThis elective course is designed to provide an overview of Frenchýcooking andýgastronomy, through theory and hands-on practice. As we willýtechniques, traditions, chefs, and specialties of French cuisine,ýstudents willýunderstand its diversity, influences, and history, as well as itsýimportance in theýFrench and francophone culture and society and experiment itýthrough cookingýand tasting during the class period. Students will also beýintroduced to someýtraditional dishes from the Francophone world. Bon appétit!ýThis course is a dual-level course designed for both studentsýwith backgroundýin French and students with no previous knowledge of French.ýThough Englishýwill be the main language in class, French will be used as oftenýas possibleýduring the class period.",Jan 17 2024,May  9 2024,FR,189,A,French Cooking & Gastronomy,3,3:45PM,6:30PM,Y,-,-,-,-,,,STCH,17,LEC,J. Crohas,8,9,9,,,,50,,,,,-,-,-,-,-,-,CD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,3,T,T,4,N,Y,Y,Y,10,3,Y,,19506,1605,FR-189-A,"01/22/2024-05/06/2024 Lecture Monday 03:45PM - 06:30PM, St. Charles Hall, Room 017",Jan 22 2024,May  6 2024,,,317
2024SP,20337,A,,,Jan 17 2024,May  9 2024,FR,204,A,Intermediate French II CD/GD,3,1:00PM,1:50PM,Y,-,Y,-,Y,,,SIMP,212,LEC,J. Crohas,3,20,24,,,,,,,,,-,-,-,LIT,-,-,CD,-,-,-,-,GD,-,-,-,-,OC,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19503,75,FR-204-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 01:00PM - 01:50PM, Simperman Hall, Room 212",Jan 17 2024,May  8 2024,,,318
2024SP,20338,A,,,Jan 17 2024,May  9 2024,FR,304,A,FR &Francophone Civil/Cult CD,3,2:15PM,3:30PM,Y,-,Y,-,-,,,SIMP,345,LEC,J. Crohas,2,20,20,,,,,,,,,-,-,-,-,-,-,CD,-,-,-,-,GD,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19504,81,FR-304-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, Simperman Hall, Room 345",Jan 17 2024,May  8 2024,,,319
2024SP,20825,A,,"This course is designed to provide an overview of French cookingýandýgastronomy, through theory and hands-on practice. As we willýsurvey the mainýtechniques, traditions, chefs, and specialties of French cuisine,ýstudents willýunderstand its diversity, influences, and history, as well as itsýimportance in theýFrench and francophone culture and society and experiment itýthrough cookingýand tasting during the class period. Students will also beýintroduced to someýtraditional dishes from the Francophone world. Bon appétit!ýThis course is a dual-level course designed for both studentsýwith backgroundýin French and students with no previous knowledge of French.ýThough Englishýwill be the main language in class, French will be used as oftenýas possibleýduring the class period.ýPriority will be given to students who already took courses inýFrench.",Jan 17 2024,May  9 2024,FR,389,A,French Cooking & Gastronomy,3,3:45PM,6:30PM,Y,-,-,-,-,,,STCH,17,LEC,J. Crohas,3,4,4,,,,50,,,,,-,-,-,-,-,-,CD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,Y,,,,,UG,15,,+,INST,UL,3,T,T,4,N,Y,Y,Y,10,3,Y,,19967,1606,FR-389-A,"01/22/2024-05/06/2024 Lecture Monday 03:45PM - 06:30PM, St. Charles Hall, Room 017",Jan 22 2024,May  6 2024,,,320
2024SP,20339,A,,,Jan 17 2024,May  9 2024,FR,485,A,Indpendent Study,1,,,-,-,-,-,-,,,,,INDP,J. Crohas,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,N,Y,N,,,Y,2024SP,19505,1128,FR-485-A,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,321
2024SP,20367,A,,,Jan 17 2024,May  9 2024,GIS,230,A,Adv Geographic Info Systems,3,12:30PM,2:00PM,-,Y,-,Y,-,,,SIMP,146,LEC,E. Spangenberg,3,15,15,,,,65,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19533,2585,GIS-230-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 12:30PM - 02:00PM, Simperman Hall, Room 146",Jan 18 2024,May  9 2024,,,322
2024SP,20658,C,,,Jan 17 2024,May  9 2024,GNDR,258,A,Theology & Gender,3,9:00AM,9:50AM,Y,-,Y,-,Y,,,,,LEC,J. Ries,0,25,25,,,,,,,,,-,-,-,-,-,CL,CD,-,-,THE,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,694,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19820,2081,GNDR-258-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, Room to be Announced",Jan 17 2024,May  9 2024,,,323
2024SP,20659,C,,,Jan 17 2024,May  9 2024,GNDR,261,A,Philosophy & Gender,3,9:30AM,10:45AM,-,Y,-,Y,-,,,,,LEC,E. Roncalli,0,24,24,,,,,,,,,-,-,-,-,-,CL,-,ER,PHL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,695,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19821,2079,GNDR-261-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Room to be Announced",Jan 17 2024,May  9 2024,,,324
2024SP,20660,A,,,Jan 17 2024,May  9 2024,GNDR,285,A,Sexes and Sensibilities,3,12:00PM,12:50PM,Y,-,Y,-,Y,,,STCH,17,LEC,"J. Dolan, K. Parsley, J. Ries",6,20,20,,,,,,,,,-,-,-,-,-,-,CD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,692,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19822,2692,GNDR-285-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, St. Charles Hall, Room 017",Jan 17 2024,May  8 2024,,,325
2024SP,20675,A,,,Jan 17 2024,May  9 2024,GNDR,309,A,Gender History,3,11:00AM,12:15PM,-,Y,-,Y,-,,,STCH,34,LEC,J. Fregulia,9,30,30,,,,,,,,,-,-,HIS,-,-,CL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,696,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19834,2082,GNDR-309-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, St. Charles Hall, Room 034",Jan 18 2024,May  9 2024,,,326
2024SP,20661,A,,,Jan 17 2024,May  9 2024,GNDR,385,A,Sexes and Sensibilities,3,12:00PM,12:50PM,Y,-,Y,-,Y,,,STCH,17,LEC,"J. Dolan, K. Parsley, J. Ries",5,20,20,,20,10,,,,,,-,-,-,-,-,-,CD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,692,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19823,2693,GNDR-385-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, St. Charles Hall, Room 017",Jan 17 2024,May  8 2024,,,327
2024SP,20662,A,,,Jan 17 2024,May  9 2024,GNDR,425,A,Internship,1,,,-,-,-,-,-,,,,,INTR,J. Dolan,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,N,N,,,Y,2024SP,19824,2077,GNDR-425-A,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,328
2024SP,20875,A,,,Jan 17 2024,May  9 2024,GNDR,485,A,Independent Study,1,,,-,-,-,-,-,,,,,INDP,J. Dolan,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,N,,,Y,,20010,2122,GNDR-485-A,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,329
2024SP,20663,A,,,Jan 17 2024,May  9 2024,GNDR,499,A,Senior Thesis,1,,,-,-,-,-,-,,,,,HON,J. Dolan,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,N,,,Y,2024SP,19825,2076,GNDR-499-A,"01/17/2024-05/09/2024 Honors Thesis Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,330
2024SP,20664,A,,,Jan 17 2024,May  9 2024,HI,102,A,Topics in Global History II,3,2:15PM,3:30PM,Y,-,Y,-,-,,,OCON,102,LEC,D. Pavlakis,27,30,30,,,,,,,,,-,-,HIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19826,161,HI-102-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, O'Connell Hall, Room 102",Jan 17 2024,May  8 2024,,,331
2024SP,20665,A,,,Jan 17 2024,May  9 2024,HI,122,A,US History II,3,10:00AM,10:50AM,Y,-,Y,-,Y,,,SIMP,101,LEC,D. Cash,52,50,50,,,,,,,,,-,-,HIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19827,1960,HI-122-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 101",Jan 17 2024,May  8 2024,,,332
2024SP,20679,A,,,Jan 17 2024,May  9 2024,HI,214,A,20th Century Europe,3,6:00PM,9:00PM,-,-,Y,-,-,,,OCON,106,LEC,D. Pavlakis,11,30,30,,,,,,,,,-,-,HIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19836,1152,HI-214-A,"01/17/2024-05/08/2024 Lecture Wednesday 06:00PM - 09:00PM, O'Connell Hall, Room 106",Jan 17 2024,May  8 2024,,,333
2024SP,20821,A,,,Jan 17 2024,May  9 2024,HI,241,A,History Modrn Middle East,3,5:15PM,6:30PM,-,Y,-,Y,-,,,OCON,107,LEC,J. Fregulia,53,48,48,,,,,,,,,-,-,HIS,-,-,-,CD,-,-,-,-,GD,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19963,1739,HI-241-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 05:15PM - 06:30PM, O'Connell Hall, Room 107",Jan 18 2024,May  9 2024,,,334
2024SP,20745,C,,,Jan 17 2024,May  9 2024,HI,243,A,Islam Historical Perspective,3,5:15PM,6:30PM,-,Y,-,Y,-,,,,,LEC,J. Fregulia,0,30,,,,,,,,,,-,-,HIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19893,2694,HI-243-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 05:15PM - 06:30PM, Room to be Announced",Jan 17 2024,May  9 2024,,,335
2024SP,20681,A,"This course teaches the events, themes, and relevance of theýFrench revolution through student research, debates, commonýreadings, and short lectures. This course comprises the first sixýweeks of HI 314, and is primarily organized around a Reacting toýthe Past simulation game about the French Revolution, duringýwhich every student will take on a role to recreate theýconstitutional debates amidst the turmoil of 1791-1792.","This course teaches the events, themes, and relevance of theýFrench revolution through student research, debates, commonýreadings, and short lectures. This course comprises the first sixýweeks of HI 314, and is primarily organized around a Reacting toýthe Past simulation game about the French Revolution, duringýwhich every student will take on a role to recreate theýconstitutional debates amidst the turmoil of 1791-1792.",Jan 17 2024,Feb 29 2024,HI,289,A,French Revolutions Simulation,1,9:30AM,10:45AM,-,Y,-,Y,-,,,OCON,125,LEC,D. Pavlakis,2,10,10,,,,,,,,,-,-,HIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,Feb 29 2024,Current or Needs Rebuild,N,,,,,UG,15,697,+,INST,UL,1,T,T,4,N,Y,Y,Y,10,3,Y,,19838,1153,HI-289-A,"01/18/2024-02/29/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, O'Connell Hall, Room 125",Jan 18 2024,Feb 29 2024,,,336
2024SP,20680,A,,"Violent plunderers? Swashbuckling heroes? Lawless murderers?ýPirates, it might be argued, defy a neat two-word definition.ýInstead, they challenged and served political power structuresýalthough here the proper terms is corsairs, lived, and often diedýfollowing a code of morals, and are an indelible part of manyýparts of history. This class traces piracy from antiquity to theýpresent, revealing these men and women as the nuanced historicýactors they were.",Jan 17 2024,May  9 2024,HI,289,B,A History of Piracy,3,3:45PM,5:00PM,-,Y,-,Y,-,,,OCON,107,LEC,J. Fregulia,33,30,30,,,,,,,,,-,-,HIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,702,+,INST,UL,3,T,T,4,N,Y,Y,Y,10,3,Y,,19837,1153,HI-289-B,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 03:45PM - 05:00PM, O'Connell Hall, Room 107",Jan 18 2024,May  9 2024,,,337
2024SP,20676,A,,,Jan 17 2024,May  9 2024,HI,309,A,Gender History,3,11:00AM,12:15PM,-,Y,-,Y,-,,,STCH,34,LEC,J. Fregulia,3,30,30,,30,10,,,,,,-,-,HIS,-,-,CL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,696,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19835,184,HI-309-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, St. Charles Hall, Room 034",Jan 18 2024,May  9 2024,,,338
2024SP,20666,A,,,Jan 17 2024,May  9 2024,HI,314,A,French Revolutions (WI),3,9:30AM,10:45AM,-,Y,-,Y,-,,,OCON,125,LEC,D. Pavlakis,14,25,25,,30,10,,,,,,-,-,HIS,-,-,-,-,-,-,-,-,-,-,IW,-,-,-,-,-,-,-,WI,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,697,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19828,186,HI-314-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, O'Connell Hall, Room 125",Jan 18 2024,May  9 2024,,,339
